"","GeneStableID","Gene","Category1","Category2","Subcategory","SequenceLength","Category","dNdS","busted_P","model_avg_P","model_avg_Padj","PosSel","model_avg_omega3","M21_P","M21_Padj","busted_PosSel","busted_Padj","busted_q02_PosSel","model_avg_PosSel","model_avg_q02_PosSel","M21_PosSel","GeneGCcontent","PPI","logPPI","logSeqL","MUSmax_fpkm_mean","MUStau_fpkm_mean","MUSmax_fpkm_median","MUStau_fpkm_median","MUSmean_fpkm_all_samples","MUSmedian_fpkm_all_samples","MUSasinTauFPKMmean","MUSlogitTauFPKMmean","MUSlogFPKMmean","MUSlogFPKMmedian","BV_FPKMmean","BV_FPKMmedian","BV_TauFPKMmean","BV_TauFPKMmedian","BVlogFPKMmean","BVlogFPKMmedian","BVasinTauFPKMmean","BVasinTauFPKMmedian","MusBVfpkm_mean","MusBVtau","logMusBVfpkm_mean","asinMusBVtau","X","pNpS1align_BV006","pNpS1align_Mus","pNpS1align_avg","sqrt_pNpS1align_Mus","sqrt_pNpS1align_BV006","sqrt_pNpS1align_avg","ZlogMusBVfpkm_mean","ZasinMusBVtau","ZlogMusfpkm_mean","ZasinMusTau","ZlogPPI","ZlogSeqL","ZpNpS1align_Mus","ZpNpS1align_avg","sqrt_dNdS"
"11","ENSMUSG00000000743","Chmp1a","Control",NA,NA,588,"Control",0.00339303448209891,0.5,0.5,0.5,0,0,0.998751779675945,1,0,0.5,0,0,0,0,53.56,48,1.69019608002851,2.76937732607614,"67.3530093262444",0.410394535694293,"93.3654956710318",0.531232099193057,45.7417025222045,44.3032397704119,0.695305995185337,-0.343849016758241,1.66970452710911,1.65612926082302,39.7839755017087,38.2063153387604,0.252733216734296,0.24414931052421,1.61048955725142,1.59335602864967,0.526749113309295,0.516816213779071,42.7628390119566,0.331563876214295,1.64110548807933,0.613601664563681,105,0,0.059009009009009,0.0295045045045045,0.242917700073521,0,0.171768752992226,0.865665301511928,-2.07488504774416,1.09655963023341,-1.80524164973338,-0.307169248976679,-1.07745520394324,-0.0117187784528643,-0.457139425553806,0.0582497595024985
"12","ENSMUSG00000000776","Polr3d","PRR","PRR","NucleicAcids",1194,"Immune",0.0945241033880863,0.248998513369266,0.437925084466025,0.5,0,0.000268350416949421,1,1,0,0.5,0,0,0,0,51.78,84,1.92941892571429,3.07700432679335,"14.5549313467302",0.433034297867544,"16.2009641879822",0.470365244772742,8.5810764756144,7.36135623582984,0.71823062689163,-0.255856340244831,0.98141430669389,0.922276726956393,11.4230922269157,10.7256662825802,0.442178058525588,0.442947593547298,1.09422970936209,1.0691375298201,0.727446559717045,0.728221223066873,10.0020843512651,0.437606178196566,1.04147497029458,0.72284126393432,108,0,0.0767817781043353,0.0383908890521677,0.277095250959549,0,0.195935930988085,-0.0886469636368269,-1.59880827105251,-0.0449539840099986,-1.70922145317493,0.143864768739152,-0.119281833770598,0.120659891263447,-0.343103264460706,0.307447724642883
"13","ENSMUSG00000000787","Ddx3x","PRR","PRR","NucleicAcids",1986,"Immune",0.0153905528725243,0.313379516783566,0.499999999999999,0.5,0,0.0153819060175017,0.999999000001071,1,0,0.5,0,0,0,0,39.75,333,2.52374646681156,3.29797924415936,"121.044194797942",0.672733275829657,"66.7732826329252",0.73834542251977,53.1773064857016,22.1478437268059,0.961766113890141,0.681604056160866,1.7338174095662,1.36451054173994,183.157150004157,171.710957813044,0.469660936050783,0.485849414856484,2.26518858524398,2.23731989267324,0.755040451295982,0.771245688572844,118.167228244929,0.57119710594022,2.07615683804484,0.856838091576733,110,0,0,0,0,0,0,1.55804973980806,-1.0148370906524,1.20288938184459,-0.689169064541126,1.26441802497946,0.568994165418593,-0.952603106107385,-1.26765396681878,0.124058667059276
"14","ENSMUSG00000000791","Il12rb1","CytoChemoRecept","CytoChemoRecept","CCRecept",2076,"Immune",0.423008922840003,1.65252154055162e-06,0.000212908902925832,0.0383623132362727,1,0.00474249380794494,1,1,1,2.57897456171127e-05,1,1,1,0,52.9,152,2.1846914308176,3.31722734917642,"4.49340239190254",0.907074947179589,"4.49340239190254",0.892557017891541,0.795543039016379,0.200875731972188,1.26102998440616,2.05767857652087,0.254195819589243,0.0794980684261843,3.32592798374703,3.38178625905335,0.666939009413098,0.676116934974922,0.636079285209035,0.641651189112943,0.95560551075199,0.96537659959008,2.0607355113817,0.787006978296344,0.485825802347975,1.09109788926272,111,0.0638436482084691,1.26076708806514,0.662305368136803,1.12283885222464,0.252673006489552,0.813821459619248,-0.972962888800421,0.00608984457358675,-1.25102923967564,0.564302574085126,0.625159033336113,0.62894671058086,3.39644794377496,2.57247478491487,0.650391361289495
"15","ENSMUSG00000000817","Fasl","CytoChemoRecept","CytoChemoRecept","CytoChemo",777,"Immune",0.417826729436377,0.272612517023302,0.5,0.5,0,1.59215704271607e-21,1,1,0,0.5,0,0,0,0,41.71,331,2.52113808370404,2.89042101880091,"2.05789911408971",0.87383136525675,"0.67339141092329",0.738522966277879,0.508291054259909,0.189498136833386,1.20766591505339,1.77549580066602,0.178485155235504,0.0753637661180408,0.965361458884158,0.300458470696558,0.821142321887467,0.815223510804499,0.293442435201273,0.114096487838849,1.13413581647144,1.12646264508391,0.736826256572033,0.847486843572109,0.239756375968101,1.1695898161383,117,0.570011025358323,0.284764542936288,0.427387784147306,0.533633341289961,0.75499074521369,0.653749022291664,-1.36458250239175,0.348165280208033,-1.37659364774041,0.340786292817856,1.25950014387426,-0.700437443064519,1.11429958308192,1.81715092158331,0.646395180548538
"16","ENSMUSG00000000869","Il4","CytoChemoRecept","CytoChemoRecept","CytoChemo",420,"Immune",0.897300822185536,0.028585791538644,0.445588798025993,0.5,0,0.0286485453305506,1.15328302463524e-10,2.24098721061476e-09,1,0.116818636762046,1,0,0,1,47.09,646,2.8109042806687,2.6232492903979,"1.55528828088772",0.916794550677031,"1.55528828088772",0.923127545358696,0.184643458922176,0,1.27818498669972,2.15306479343048,0.0735876607917458,0,0.258451491236832,0,0.89783117092875,0.920399622586201,0.0998364797221307,0,1.24544828208159,1.28477713076331,0.221547475079504,0.90731286080289,0.0869103503633989,1.2614399534697,123,0.576687116564417,0,0.288343558282208,0,0.759399181303494,0.536976310727213,-1.60783702761618,0.748457093537133,-1.55056374706179,0.636156583052065,1.80582928581114,-1.53260378354154,-0.952603106107385,1.26614278362349,0.947259638212004
"17","ENSMUSG00000000982","Ccl3","CytoChemoRecept","CytoChemoRecept","CytoChemo",276,"Immune",0.30203762515065,0.496330665436931,0.499800041978873,0.5,0,0.167450933190525,1,1,0,0.5,0,0,0,0,46.3,384,2.5854607295085,2.44090908206522,"5.13203010101563",0.832194704375972,"5.13203010101563",0.829765404106182,1.33077586492986,0.711301824671435,1.14873643970033,1.48671678938265,0.367500512343267,0.233326613415546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,0,NA,0,NA,NA,NA,NA,-1.06311599392538,0.0939592170775969,1.38077493802752,-2.10054330617374,-0.952603106107385,NA,0.54957949848102
"18","ENSMUSG00000001029","Icam2","otherCellSurfaceProt","otherCellSurfaceProt",NA,807,"Immune",0.465379895104333,1.72088916117197e-07,0.185480896648935,0.5,0,0.0384740037029088,1.71183597642566e-05,0.000156352944943578,1,3.44525486610388e-06,1,0,0,1,48.84,86,1.93951925261862,2.90687353472207,"137.267667364125",0.887011882069676,"137.417189797808",0.882107475691114,28.4626662482363,7.26013981890547,1.22798405494345,1.88043678098229,1.4692720461217,0.916987398659993,30.1219154972529,10.0077627000231,0.846564975829158,0.84905736168195,1.49306631917517,1.04169905868383,1.16830930964344,1.17177865589451,29.2922908727446,0.866788428949417,1.48133211835664,1.19718328318781,148,0.380921052631579,0.184918032786885,0.282919542709232,0.430020967845621,0.617188020486123,0.531901816794446,0.611385904703033,0.468420287791043,0.764146937160881,0.425889155578817,0.162908062914681,-0.649192387880027,0.712981530526004,1.24219808442517,0.682187580584939
"19","ENSMUSG00000001034","Mapk7","intracellSignaling","Kinase","Kinase",2379,"Immune",0.0592333814424841,0.00185946357722955,0.0153012189096997,0.291605921913699,0,0.00035265303574359,1,1,1,0.0118758130433504,1,1,0,0,54.78,126,2.10380372095596,3.37639444203727,"20.894808243402",0.647009297904101,"24.1479641518185",0.644319131644678,8.79268296299835,5.68940745395639,0.934612447260017,0.573883692030362,0.990901694499022,0.825387649774668,3.925968235264,3.75489657655628,0.780429046090635,0.77570959764514,0.692491606996783,0.67714107506536,1.08310910840078,1.07743040868297,6.35932559913118,0.713719171997368,0.866838017870717,1.00622682425722,149,0.047823879879238,0.0667669738574385,0.0572954268683382,0.258393060776482,0.218686716284364,0.239364631615321,-0.366581759654193,-0.363786494180746,-0.0292193679687703,-0.802902643361994,0.472652241360861,0.813235907035073,0.048221375540894,-0.138178953412057,0.243379089986145
"20","ENSMUSG00000001119","Col6a1","Control",NA,NA,3078,"Control",0.0587041417116288,0.423588547893348,0.5,0.5,0,0.0322876818434863,1,1,0,0.5,0,0,0,0,54.16,180,2.25767857486918,3.48826861549546,"128.924801944366",0.789735690264524,"170.034242157238",0.821216315793585,39.4283282789989,14.5010573777128,1.0944381245211,1.23819060442392,1.60668578352471,1.1903613238247,13.3030242590186,7.3903704450175,0.905217922477452,0.880216415401629,1.15542787523694,0.923781135879394,1.25784602070144,1.21738783687109,26.3656762690087,0.847476806370988,1.43720618502995,1.1695758570635,161,0.0899413363857489,0.0635838150289017,0.0767625757073253,0.25215831342413,0.299902211371889,0.277060599341237,0.541159460024461,0.348104445205237,0.992044482959183,-0.133470168183639,0.762769990721141,1.16169314117837,0.024072554483648,0.0396946671194527,0.242289375977629
"21","ENSMUSG00000001123","Lgals9",NA,NA,NA,1050,"Immune",0.475256038067757,0.123768891637919,0.416374387068855,0.5,0,0.000418287207539788,0.0398108814815495,0.181391188727428,0,0.340235704890923,0,0,0,1,48.47,113,2.05690485133647,3.02118929906994,"711.532396950242",0.919626379893545,"753.372396410187",0.919901470826165,169.044674719452,34.2970163324939,1.28335191587641,2.18225953622372,2.2305630357032,1.54773799589493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,0.368550368550368,NA,0.607083493887264,NA,NA,NA,NA,2.02673066017799,0.657798350802386,0.384228472593427,-0.293130270661167,1.39879139830048,NA,0.689388162117509
"22","ENSMUSG00000001128","Cfp",NA,NA,NA,1395,"Immune",0.423486689618035,0.000387286409492482,0.00281324506953288,0.150698695346329,1,0.000237786566642829,7.54611271103212e-06,7.33156636924787e-05,1,0.00312033196591097,1,1,1,1,47.82,98,1.99563519459755,3.14457420760962,"131.498811932425",0.931579534782363,"131.498811932425",0.928777855238493,19.7006718959093,11.9389419316847,1.30614468016067,2.3136417429145,1.31598444187963,1.11189876381194,55.1782178228126,19.496960760679,0.849621805478139,0.887199347764361,1.74956795768516,1.3116894697036,1.17256760796122,1.22828024331876,37.4394448593609,0.890600670130251,1.58477710698149,1.23369209881959,164,0,0,0,0,0,0,0.776018655180072,0.627529249806128,0.509922945671475,0.753266218497071,0.268709825685746,0.0911797325839151,-0.952603106107385,-1.26765396681878,0.650758549400647
"23","ENSMUSG00000001156","Mxd1","Control",NA,NA,648,"Control",0.0839543455833745,0.5,0.5,0.5,0,0,1,1,0,0.5,0,0,0,0,48.43,45,1.66275783168157,2.81157500587059,"156.762842556804",0.959517763902961,"103.768124991521",0.934784420694319,24.4981625479056,4.37876582549574,1.3682114880306,2.69181400760852,1.40650888537288,0.730682636881058,22.149453475778,4.58649069005291,0.954410511642659,0.965677971976435,1.36454074242716,0.747139079346193,1.35562280582081,1.38445780260198,23.3238080118418,0.95696413777281,1.38603156686172,1.3618279118625,170,NA,0,NA,0,NA,NA,0.459715029939969,1.18595755972018,0.660055668183525,1.01323406303127,-0.358901696835193,-0.946021054899585,-0.952603106107385,NA,0.28974876286772
"24","ENSMUSG00000001175","Calm1","intracellSignaling","otherIntracellSignaling",NA,447,"Immune",0,0.5,0.5,0.5,0,0,0.998622949006108,1,0,0.5,0,0,0,0,NA,NA,0,2.65030752313194,"820.199602201349",0.749255807611241,"727.525458368295",0.732373992503886,260.073435382348,173.523070820472,1.04633865733266,1.02936627836131,2.41676268394938,2.24185284601002,309.431415495998,160.961711247148,0.819616342837973,0.822470915960463,2.49196566518336,2.20941235676807,1.13214819376034,1.1358717472138,284.752425439173,0.784436075224607,2.45598992533286,1.0879650807249,174,0,0,0,0,0,0,2.16255428578648,-0.00756323909998767,2.33553852513956,-0.334935576787027,-3.49388800285416,-1.44832484187114,-0.952603106107385,-1.26765396681878,0
"25","ENSMUSG00000001281","Itgb7","otherCellSurfaceProt","otherCellSurfaceProt",NA,2376,"Immune",0.157639760488666,0.5,0.283057903038792,0.5,0,0.00607980264786279,0.320558337148789,1,0,0.5,0,0,0,0,49.54,138,2.1430148002541,3.37584643630916,"83.0718528268735",0.956418086091857,"83.0718528268735",0.95043498008605,10.3920732645041,1.98361341963451,1.36048659475685,2.64330556377202,1.05660276932891,0.474742551844991,8.29008241209282,1.60171915698024,0.84632478294783,0.875699822893838,0.968019566626408,0.415260414763429,1.16797619120361,1.21048850881999,9.34107783829846,0.901371434519843,1.01456580711671,1.25133851350284,187,0,0.310351201478743,0.155175600739372,0.557091735245411,0,0.393923343735011,-0.131472910122008,0.70443403773073,0.0797443644281439,0.980878220632514,0.546581345348042,0.811529020142332,1.20516013057577,0.591127637396489,0.397038739279514
"26","ENSMUSG00000001288","Rarg","Control",NA,NA,1374,"Control",0.029051190698606,0.214245665019484,0.200554035914326,0.5,0,0.00074591132090683,1,1,0,0.483638847458562,0,0,0,0,53.53,58,1.77085201164214,3.13798673272353,"34.0239679777343",0.736514137230575,"31.632215648382",0.689493570678078,11.5446177058381,6.59347433905153,1.03176053830229,0.967838374465291,1.09845743083399,0.880440529655125,5.13568898879927,3.48035605614313,0.638677961926789,0.629747810489478,0.787863337598109,0.651312528969942,0.92591864596323,0.916648111641724,8.34015334731868,0.687596049578682,0.970354006567097,0.977700165569336,189,0,0,0,0,0,0,-0.201836012528266,-0.488108441497985,0.149159364831282,-0.395996267867372,-0.155099454873098,0.0706615628595046,-0.952603106107385,-1.26765396681878,0.170444098456374
"27","ENSMUSG00000001348","Acp5","Control",NA,NA,978,"Control",0.11226515149539,0.270495066513983,0.5,0.5,0,0.0204915242387037,1,1,0,0.5,0,0,0,0,52.33,46,1.67209785793572,2.9903388547876,"217.37594455464",0.815302416628323,"217.37594455464",0.779716326114159,65.7131812758454,20.1343343108317,1.12656430581355,1.38340496459346,1.824211650855,1.32498857297481,135.231549208836,78.8909170090946,0.861963896916668,0.841962888735802,2.13427769539346,1.90249740613425,1.19013762457243,1.16196328264795,100.472365242341,0.838633156772496,2.00634778356096,1.15741850304038,196,0.114217429968875,0.304638715432649,0.209428072700762,0.551940862260305,0.337960692934659,0.457633120196476,1.44694859512563,0.295121516397629,1.35280616697356,0.00109086999986738,-0.34129188388066,-0.389220906725012,1.18520944084028,0.891751000745319,0.335059922245842
"28","ENSMUSG00000001366","Fbxo9","intracellSignaling","Ubiquitinase","Ubiquitinase",1311,"Immune",0.120889651550876,0.5,0.5,0.5,0,2.19716786658169e-23,1,1,0,0.5,0,0,0,0,44,43,1.64345267648619,3.11760269169008,"81.1357714530271",0.541179813062316,"74.9096509283043",0.479424396587696,43.605220368091,40.2747983121004,0.826624673659137,0.156803785112598,1.64938568930364,1.61568495977479,43.8261645765113,28.4319026089586,0.735581849195818,0.725867460556897,1.65153158128124,1.46881833773209,1.03070297903628,1.01975267880036,43.7156924723011,0.638380831129067,1.65045996067415,0.925609409468487,198,0,0,0,0,0,0,0.880552949265771,-0.715125012437446,1.06286130169032,-1.25521120735167,-0.395299899880733,0.00717088990420564,-0.952603106107385,-1.26765396681878,0.347691891695616
"29","ENSMUSG00000001444","Tbx21","intracellSignaling","TranscrFact","TranscrFact",1587,"Immune",0.104083306023459,0.073488570443115,0.0183953650608233,0.306383307147493,0,0.000453094836310988,1,1,0,0.236277884161178,0,1,0,0,48.47,300,2.47856649559384,3.20057692675485,"8.59004329650306",0.964869595562642,"8.59004329650306",0.962678502813959,1.0093413696581,0.136089366676029,1.38225011897093,2.78073968937665,0.303053725879396,0.0554124950437841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,0.316037735849057,NA,0.562172336431683,NA,NA,NA,NA,-1.1699995177075,1.07203509938259,1.17923509071498,0.265612776553117,1.22483863909853,NA,0.322619444583644
"30","ENSMUSG00000001467","Cyp51","Control",NA,NA,1509,"Control",0.0932859125368005,0.5,0.250044581739381,0.5,0,0.00162923829258531,1,1,0,0.5,0,0,0,0,42.39,93,1.9731278535997,3.17868923977559,"150.132497923831",0.825328760105259,"139.980238635133",0.81783141793881,50.4375312801282,34.6815182256334,1.13962315855216,1.44392886897771,1.71128011665905,1.55244332504789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,0.029447322970639,NA,0.171602223093522,NA,NA,NA,NA,1.16551179617124,0.055788089255318,0.226274177830878,0.197438660661779,-0.287942431934595,NA,0.305427425973504
"31","ENSMUSG00000001506","Col1a1",NA,NA,NA,4350,"Immune",0.138817839000164,7.21644966006352e-16,0.130009986942904,0.5,0,0.0151714300116591,0,0,1,7.15150161312295e-14,1,0,0,1,53.92,420,2.62428209583567,3.63848925695464,"71.8851899127518",0.732132809046222,"98.0532133741768",0.790656356263804,25.2092434012776,15.2809443196551,1.02680079984327,0.947073073069226,1.41845448407545,1.21167959102748,5.09956682560991,1.68419641577988,0.922393266930242,0.929094148668824,0.785298993711221,0.428814292111072,1.28848122158328,1.30126311946538,15.1544051134438,0.827263037988232,1.20829096973802,1.14217596305491,222,0,0.0948026948989412,0.0474013474494706,0.307900462648144,0,0.217718505068978,0.176840781850257,0.228693047722464,0.679867170867727,-0.416770213892543,1.45396927186117,1.62958906046001,0.239976601734141,-0.240319185685074,0.372582660627362
